Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Julius Randle,26.0,NYK,PF,71.0,71.0,2667.0,8.1,17.8,0.456,2.2,5.3,0.411,6.0,12.6,0.474,0.516,4.7,5.8,0.811,1.1,8.6,9.8,5.8,0.9,0.2,3.3,3.0,23.1,"MVP-8,MIP-1,AS,NBA2"
2.0,RJ Barrett,20.0,NYK,SG,72.0,72.0,2511.0,6.7,15.2,0.441,1.8,4.4,0.401,4.9,10.8,0.457,0.499,3.0,4.0,0.746,1.0,5.0,5.9,3.1,0.8,0.3,2.0,2.7,18.1,
3.0,Nikola JokiÄ,25.0,DEN,C,72.0,72.0,2488.0,10.6,18.7,0.566,1.3,3.4,0.388,9.3,15.3,0.606,0.602,4.9,5.7,0.868,3.0,8.3,11.3,8.7,1.4,0.7,3.2,2.8,27.5,"MVP-1,AS,NBA1"
4.0,Buddy Hield,28.0,SAC,SG,71.0,71.0,2433.0,6.0,14.7,0.406,4.2,10.7,0.391,1.8,4.0,0.446,0.548,1.3,1.5,0.846,0.4,4.5,4.9,3.8,0.9,0.4,1.9,2.6,17.4,
5.0,Damian Lillard,30.0,POR,PG,67.0,67.0,2398.0,9.0,20.0,0.451,4.1,10.6,0.391,4.9,9.5,0.519,0.554,6.7,7.3,0.928,0.5,3.8,4.2,7.6,0.9,0.3,3.0,1.5,28.9,"MVP-7,AS,NBA2"
6.0,Terry Rozier,26.0,CHO,SG,69.0,69.0,2383.0,7.7,17.1,0.45,3.4,8.6,0.389,4.4,8.5,0.512,0.548,2.5,3.1,0.817,0.7,3.9,4.6,4.4,1.3,0.4,1.9,1.8,21.3,
7.0,Russell Westbrook,32.0,WAS,PG,65.0,65.0,2369.0,8.3,18.8,0.439,1.3,4.1,0.315,7.0,14.7,0.475,0.474,4.1,6.3,0.656,1.7,9.7,11.4,11.6,1.4,0.3,4.7,2.9,22.0,MVP-11
8.0,Andrew Wiggins,25.0,GSW,PF,71.0,71.0,2364.0,7.7,16.1,0.477,2.1,5.6,0.38,5.6,10.5,0.529,0.543,2.6,3.6,0.714,1.2,4.0,5.3,2.5,1.0,1.1,1.9,2.4,20.1,
9.0,Mikal Bridges,24.0,PHO,SF,72.0,72.0,2348.0,5.6,10.3,0.543,2.1,4.8,0.425,3.5,5.4,0.647,0.643,1.7,2.0,0.84,1.2,3.6,4.7,2.3,1.2,1.0,0.9,1.8,14.9,
10.0,Nikola VuÄeviÄ,30.0,2TM,C,70.0,70.0,2348.0,10.2,21.4,0.477,2.7,6.7,0.4,7.5,14.7,0.513,0.54,2.0,2.4,0.84,2.2,10.3,12.5,4.1,1.0,0.7,1.9,2.1,25.1,AS
10.0,Nikola VuÄeviÄ,30.0,ORL,C,44.0,44.0,1500.0,10.5,21.8,0.48,2.8,6.9,0.406,7.7,14.9,0.515,0.545,2.2,2.6,0.827,2.1,10.3,12.4,4.0,1.0,0.7,2.0,1.9,25.9,
10.0,Nikola VuÄeviÄ,30.0,CHI,C,26.0,26.0,848.0,9.8,20.7,0.471,2.5,6.5,0.388,7.3,14.3,0.509,0.532,1.7,2.0,0.87,2.5,10.2,12.7,4.3,1.0,0.8,1.8,2.5,23.7,
11.0,Anthony Edwards,19.0,MIN,SG,72.0,55.0,2314.0,7.9,18.8,0.417,2.7,8.1,0.329,5.2,10.8,0.483,0.488,3.3,4.2,0.776,0.9,4.3,5.2,3.3,1.3,0.6,2.5,2.0,21.7,ROY-2
12.0,Jayson Tatum,22.0,BOS,SF,64.0,64.0,2290.0,9.5,20.7,0.459,2.9,7.6,0.386,6.6,13.1,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.6,AS
13.0,Devin Booker,24.0,PHO,SG,67.0,67.0,2270.0,9.9,20.4,0.484,2.0,5.9,0.34,7.9,14.5,0.543,0.533,5.4,6.2,0.867,0.5,3.9,4.5,4.6,0.8,0.3,3.3,2.9,27.2,AS
14.0,Khris Middleton,29.0,MIL,SF,68.0,68.0,2269.0,8.1,17.0,0.476,2.4,5.8,0.414,5.7,11.2,0.508,0.546,3.4,3.7,0.898,0.9,5.6,6.4,5.9,1.2,0.1,2.8,2.5,22.0,
15.0,Duncan Robinson,26.0,MIA,SF,72.0,72.0,2262.0,5.0,11.4,0.439,4.0,9.8,0.408,1.0,1.7,0.625,0.614,1.0,1.2,0.827,0.1,3.9,4.0,2.0,0.7,0.3,1.3,2.9,15.0,
16.0,Luka DonÄiÄ,21.0,DAL,PG,66.0,66.0,2262.0,10.3,21.5,0.479,3.1,8.7,0.35,7.2,12.8,0.567,0.55,5.5,7.5,0.73,0.9,7.5,8.4,9.0,1.0,0.6,4.5,2.4,29.1,"MVP-6,AS,NBA1"
17.0,Robert Covington,30.0,POR,PF,70.0,70.0,2243.0,3.3,8.2,0.401,2.2,5.7,0.379,1.1,2.5,0.451,0.533,0.8,1.0,0.806,1.0,6.5,7.5,1.9,1.6,1.3,1.0,3.1,9.5,
18.0,Royce O'Neale,27.0,UTA,SF,71.0,71.0,2241.0,2.8,6.3,0.444,1.7,4.5,0.385,1.1,1.9,0.586,0.58,0.6,0.7,0.848,1.4,6.4,7.8,2.9,0.9,0.5,1.3,2.9,8.0,
19.0,Domantas Sabonis,24.0,IND,PF,62.0,62.0,2231.0,7.8,14.6,0.535,0.8,2.6,0.321,7.0,12.0,0.582,0.564,3.9,5.3,0.732,2.4,9.6,12.0,6.7,1.2,0.5,3.4,3.3,20.3,AS
